gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,geography_score,career_Accountant,career_Artist,career_Banker,career_Business Owner,career_Construction Engineer,career_Designer,career_Doctor,career_Game Developer,career_Government Officer,career_Lawyer,career_Real Estate Developer,career_Scientist,career_Software Engineer,career_Stock Investor,career_Teacher,career_Unknown,career_Writer
1,0,4,1,10,74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,1,21,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,30,75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,6,0,24,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,33,71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,5,0,3,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,34,92,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,6,1,2,85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,17,70,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,0,18,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,16,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,3,1,21,65,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,0,24,96,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,1,27,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,4,1,24,96,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,5,0,27,99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,14,89,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,8,0,30,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,24,85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,4,0,0,97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,35,92,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,2,0,21,70,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,0,15,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,5,97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,4,0,8,74,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,1,62,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,9,1,5,81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,26,93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,24,73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,24,92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,9,88,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,2,0,3,81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,1,97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,15,96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,32,78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,26,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,5,1,32,81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,35,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,2,64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,0,13,72,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,2,1,20,99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,5,0,5,85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,5,79,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,2,0,34,72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,0,34,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,2,0,21,91,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,27,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,31,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,4,0,31,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,3,0,12,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,2,0,13,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,28,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,5,0,27,87,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,3,0,4,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,2,0,33,70,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,4,0,18,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,29,89,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,0,13,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,4,0,5,63,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,6,0,15,85,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,2,0,2,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,3,0,27,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,22,81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,1,24,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,0,27,98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,25,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,17,71,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,14,86,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,14,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,3,73,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,7,0,5,65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,4,68,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,2,0,31,78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,16,63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,5,0,15,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,7,1,5,79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,8,0,4,83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,29,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,7,1,18,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,2,0,16,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,23,80,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,3,0,28,95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,7,0,31,95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,9,0,5,76,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,6,99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,1,0,33,91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,7,0,0,62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,1,19,76,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,2,0,26,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,3,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,5,0,24,85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,5,0,1,82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,25,71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,1,14,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,9,0,31,99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,2,1,9,87,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,8,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,2,0,22,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,11,72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,21,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,28,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,9,0,4,91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,0,35,97,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,6,0,27,87,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,1,14,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,0,29,77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,33,95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,1,0,18,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,2,0,11,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,5,0,3,97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,19,94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,0,31,93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,5,1,28,72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,1,0,16,78,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,4,66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,15,75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,0,31,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,4,0,29,85,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,5,0,27,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,29,87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,23,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,2,0,32,95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,5,0,9,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,3,0,16,77,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,2,0,29,69,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,1,5,92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,14,95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,2,0,20,68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,28,76,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,0,13,93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,9,1,3,92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,26,87,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,0,8,67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,3,0,4,84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,1,20,78,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,3,0,34,78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,42,97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,6,0,4,81,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,6,1,14,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,0,29,77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,34,72,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,3,0,1,67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,5,0,27,96,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,4,0,30,83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,15,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,2,0,5,64,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,3,0,29,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,0,28,79,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,9,0,1,77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,22,91,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,6,0,21,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,2,0,34,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,3,0,33,83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,0,0,76,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,9,0,3,89,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,20,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,18,81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,35,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,3,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,27,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,4,0,32,97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,0,30,76,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,7,0,3,65,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,2,1,19,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,2,0,9,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,3,0,26,93,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,0,28,89,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,0,35,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,0,32,79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,0,35,92,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,0,26,96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,14,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,26,77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,1,3,81,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,1,0,33,83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,35,89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,22,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,2,0,23,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,2,1,27,70,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,6,0,31,85,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,26,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,1,99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,2,0,7,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,4,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,31,82,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,7,1,23,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,3,0,4,85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,23,61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,15,73,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,2,0,24,75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,2,0,31,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,4,0,29,79,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,3,0,49,98,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,4,0,6,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,7,1,33,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,5,1,10,80,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,13,65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,6,1,25,77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,35,85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,8,1,1,79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,29,61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,3,0,20,96,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,3,0,49,92,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,4,0,13,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,2,0,20,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,2,1,18,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,0,23,92,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,10,81,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,4,1,4,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,11,65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,15,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,16,68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,26,63,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,2,0,29,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,4,1,32,69,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,5,0,24,97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,3,1,20,72,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,5,1,1,97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,9,0,0,84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,8,1,5,82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,5,97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,6,0,1,88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,27,70,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,0,29,69,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,9,0,4,85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,8,1,4,74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,21,87,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,3,0,31,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,3,0,15,80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,30,96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,1,0,31,82,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,7,0,23,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,23,72,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,27,64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,1,5,87,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,9,0,21,67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,5,0,26,80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,13,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,7,0,10,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,4,0,25,71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,4,0,13,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,2,0,29,64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,1,71,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,2,0,11,84,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,1,0,26,94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,12,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,0,0,32,88,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,5,0,28,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,34,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,6,0,17,81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,2,0,31,91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,2,1,25,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,0,14,87,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,2,0,2,64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,2,0,2,82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,33,68,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,6,0,33,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,5,92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,0,23,76,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,0,23,77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,0,3,86,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,48,93,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,3,0,32,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,1,3,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,24,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,4,0,21,82,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,25,74,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,3,0,10,77,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,1,0,4,62,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,2,0,7,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,8,0,0,72,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,2,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,16,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,0,12,70,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,9,0,4,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,1,23,83,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,6,0,15,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,31,79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,8,0,3,88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,2,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,5,0,35,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,5,0,27,87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,32,73,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,4,0,24,97,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,3,1,29,83,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,4,0,17,95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,3,0,18,87,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,5,0,15,97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,1,0,32,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,7,0,3,92,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,5,0,31,72,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,5,1,3,86,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,7,0,25,74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,1,0,61,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1,0,29,66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,1,0,17,81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,0,0,76,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,5,0,25,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
